STT,MaHP,TenHP,SoTinChi,HocKy,NamHoc,MaLop,LichHoc,MaGV,GiangVien,MaKhoa,NgayBatDau,NgayKetThuc
150,C22102801,Nhập môn chuyên ngành HH,4,1,2022-2023,HH03,T2(1-4)-P.cs2:A101,GV0902,ThS. Đỗ Mỹ Thảo,HH,2022-08-15,2022-12-30
151,C22102802,Tư duy thuật toán HH,3,1,2022-2023,HH03,T3(1-3)-P.cs2:A102,GV1001,TS. Đỗ Bảo Đạt,HH,2022-08-15,2022-12-30
152,C22102803,Công cụ học tập số HH,3,1,2022-2023,HH03,T4(1-3)-P.cs2:A103,GV1002,ThS. Hồ Khánh Anh,HH,2022-08-15,2022-12-30
153,C22102804,Kỹ năng học thuật HH,3,1,2022-2023,HH03,T5(1-3)-P.cs2:A104,GV1101,TS. Hồ Nhật Cường,HH,2022-08-15,2022-12-30
154,C22102805,Thực hành nền tảng HH,2,1,2022-2023,HH03,T6(1-2)-P.cs2:A105,GV1102,ThS. Ngô Thị Dung,HH,2022-08-15,2022-12-30
155,C22102901,Nhập môn chuyên ngành HH,4,1,2022-2023,HH04,T2(1-4)-P.cs2:A101,GV0101,TS. Lê Anh Hải,HH,2022-08-15,2022-12-30
156,C22102902,Tư duy thuật toán HH,3,1,2022-2023,HH04,T3(1-3)-P.cs2:A102,GV0102,ThS. Phạm Phương Hà,HH,2022-08-15,2022-12-30
157,C22102903,Công cụ học tập số HH,3,1,2022-2023,HH04,T4(1-3)-P.cs2:A103,GV0201,TS. Phạm Hữu Nam,HH,2022-08-15,2022-12-30
158,C22102904,Kỹ năng học thuật HH,3,1,2022-2023,HH04,T5(1-3)-P.cs2:A104,GV0202,ThS. Hoàng Bảo Lan,HH,2022-08-15,2022-12-30
159,C22102905,Thực hành nền tảng HH,2,1,2022-2023,HH04,T6(1-2)-P.cs2:A105,GV0301,TS. Hoàng Tuấn Sơn,HH,2022-08-15,2022-12-30
160,C22102906,Seminar định hướng HH,2,1,2022-2023,HH04,T7(1-2)-P.cs2:A106,GV0302,ThS. Huỳnh Mỹ My,HH,2022-08-15,2022-12-30
161,C22103001,Nhập môn chuyên ngành HH,4,1,2022-2023,HH05,T2(1-4)-P.cs2:A101,GV0401,TS. Huỳnh Bảo Huy,HH,2022-08-15,2022-12-30
162,C22103002,Tư duy thuật toán HH,3,1,2022-2023,HH05,T3(1-3)-P.cs2:A102,GV0402,ThS. Phan Khánh Trang,HH,2022-08-15,2022-12-30
163,C22103003,Công cụ học tập số HH,3,1,2022-2023,HH05,T4(1-3)-P.cs2:A103,GV0501,TS. Phan Nhật An,HH,2022-08-15,2022-12-30
164,C22103004,Kỹ năng học thuật HH,3,1,2022-2023,HH05,T5(1-3)-P.cs2:A104,GV0502,ThS. Vũ Thị Bích,HH,2022-08-15,2022-12-30
165,C22103005,Thực hành nền tảng HH,2,1,2022-2023,HH05,T6(1-2)-P.cs2:A105,GV0601,TS. Vũ Minh Dũng,HH,2022-08-15,2022-12-30
166,C22103101,Nhập môn chuyên ngành KHMT,4,1,2022-2023,KHMT01,T2(1-4)-P.cs2:A101,GV0602,ThS. Võ Thanh Giang,KHMT,2022-08-15,2022-12-30
167,C22103102,Tư duy thuật toán KHMT,3,1,2022-2023,KHMT01,T3(1-3)-P.cs2:A102,GV0701,TS. Võ Anh Long,KHMT,2022-08-15,2022-12-30
168,C22103103,Công cụ học tập số KHMT,3,1,2022-2023,KHMT01,T4(1-3)-P.cs2:A103,GV0702,ThS. Đặng Phương Hương,KHMT,2022-08-15,2022-12-30
169,C22103104,Kỹ năng học thuật KHMT,3,1,2022-2023,KHMT01,T5(1-3)-P.cs2:A104,GV0801,TS. Đặng Hữu Quân,KHMT,2022-08-15,2022-12-30
170,C22103105,Thực hành nền tảng KHMT,2,1,2022-2023,KHMT01,T6(1-2)-P.cs2:A105,GV0802,ThS. Bùi Bảo Mai,KHMT,2022-08-15,2022-12-30
171,C22103106,Seminar định hướng KHMT,2,1,2022-2023,KHMT01,T7(1-2)-P.cs2:A106,GV0901,TS. Bùi Tuấn Việt,KHMT,2022-08-15,2022-12-30
172,C22103201,Nhập môn chuyên ngành KHMT,4,1,2022-2023,KHMT02,T2(1-4)-P.cs2:A101,GV0902,ThS. Đỗ Mỹ Thảo,KHMT,2022-08-15,2022-12-30
173,C22103202,Tư duy thuật toán KHMT,3,1,2022-2023,KHMT02,T3(1-3)-P.cs2:A102,GV1001,TS. Đỗ Bảo Đạt,KHMT,2022-08-15,2022-12-30
174,C22103203,Công cụ học tập số KHMT,3,1,2022-2023,KHMT02,T4(1-3)-P.cs2:A103,GV1002,ThS. Hồ Khánh Anh,KHMT,2022-08-15,2022-12-30
175,C22103204,Kỹ năng học thuật KHMT,3,1,2022-2023,KHMT02,T5(1-3)-P.cs2:A104,GV1101,TS. Hồ Nhật Cường,KHMT,2022-08-15,2022-12-30
176,C22103205,Thực hành nền tảng KHMT,2,1,2022-2023,KHMT02,T6(1-2)-P.cs2:A105,GV1102,ThS. Ngô Thị Dung,KHMT,2022-08-15,2022-12-30
177,C22103301,Nhập môn chuyên ngành KHMT,4,1,2022-2023,KHMT03,T2(1-4)-P.cs2:A101,GV0101,TS. Lê Anh Hải,KHMT,2022-08-15,2022-12-30
178,C22103302,Tư duy thuật toán KHMT,3,1,2022-2023,KHMT03,T3(1-3)-P.cs2:A102,GV0102,ThS. Phạm Phương Hà,KHMT,2022-08-15,2022-12-30
179,C22103303,Công cụ học tập số KHMT,3,1,2022-2023,KHMT03,T4(1-3)-P.cs2:A103,GV0201,TS. Phạm Hữu Nam,KHMT,2022-08-15,2022-12-30
180,C22103304,Kỹ năng học thuật KHMT,3,1,2022-2023,KHMT03,T5(1-3)-P.cs2:A104,GV0202,ThS. Hoàng Bảo Lan,KHMT,2022-08-15,2022-12-30
181,C22103305,Thực hành nền tảng KHMT,2,1,2022-2023,KHMT03,T6(1-2)-P.cs2:A105,GV0301,TS. Hoàng Tuấn Sơn,KHMT,2022-08-15,2022-12-30
182,C22103306,Seminar định hướng KHMT,2,1,2022-2023,KHMT03,T7(1-2)-P.cs2:A106,GV0302,ThS. Huỳnh Mỹ My,KHMT,2022-08-15,2022-12-30
183,C22103401,Nhập môn chuyên ngành KHMT,4,1,2022-2023,KHMT04,T2(1-4)-P.cs2:A101,GV0401,TS. Huỳnh Bảo Huy,KHMT,2022-08-15,2022-12-30
184,C22103402,Tư duy thuật toán KHMT,3,1,2022-2023,KHMT04,T3(1-3)-P.cs2:A102,GV0402,ThS. Phan Khánh Trang,KHMT,2022-08-15,2022-12-30
185,C22103403,Công cụ học tập số KHMT,3,1,2022-2023,KHMT04,T4(1-3)-P.cs2:A103,GV0501,TS. Phan Nhật An,KHMT,2022-08-15,2022-12-30
186,C22103404,Kỹ năng học thuật KHMT,3,1,2022-2023,KHMT04,T5(1-3)-P.cs2:A104,GV0502,ThS. Vũ Thị Bích,KHMT,2022-08-15,2022-12-30
187,C22103405,Thực hành nền tảng KHMT,2,1,2022-2023,KHMT04,T6(1-2)-P.cs2:A105,GV0601,TS. Vũ Minh Dũng,KHMT,2022-08-15,2022-12-30
188,C22103501,Nhập môn chuyên ngành KHMT,4,1,2022-2023,KHMT05,T2(1-4)-P.cs2:A101,GV0602,ThS. Võ Thanh Giang,KHMT,2022-08-15,2022-12-30
189,C22103502,Tư duy thuật toán KHMT,3,1,2022-2023,KHMT05,T3(1-3)-P.cs2:A102,GV0701,TS. Võ Anh Long,KHMT,2022-08-15,2022-12-30
190,C22103503,Công cụ học tập số KHMT,3,1,2022-2023,KHMT05,T4(1-3)-P.cs2:A103,GV0702,ThS. Đặng Phương Hương,KHMT,2022-08-15,2022-12-30
191,C22103504,Kỹ năng học thuật KHMT,3,1,2022-2023,KHMT05,T5(1-3)-P.cs2:A104,GV0801,TS. Đặng Hữu Quân,KHMT,2022-08-15,2022-12-30
192,C22103505,Thực hành nền tảng KHMT,2,1,2022-2023,KHMT05,T6(1-2)-P.cs2:A105,GV0802,ThS. Bùi Bảo Mai,KHMT,2022-08-15,2022-12-30
193,C22103506,Seminar định hướng KHMT,2,1,2022-2023,KHMT05,T7(1-2)-P.cs2:A106,GV0901,TS. Bùi Tuấn Việt,KHMT,2022-08-15,2022-12-30
194,C22103601,Nhập môn chuyên ngành KHVL,4,1,2022-2023,KHVL01,T2(1-4)-P.cs2:A101,GV0902,ThS. Đỗ Mỹ Thảo,KHVL,2022-08-15,2022-12-30
195,C22103602,Tư duy thuật toán KHVL,3,1,2022-2023,KHVL01,T3(1-3)-P.cs2:A102,GV1001,TS. Đỗ Bảo Đạt,KHVL,2022-08-15,2022-12-30
196,C22103603,Công cụ học tập số KHVL,3,1,2022-2023,KHVL01,T4(1-3)-P.cs2:A103,GV1002,ThS. Hồ Khánh Anh,KHVL,2022-08-15,2022-12-30
197,C22103604,Kỹ năng học thuật KHVL,3,1,2022-2023,KHVL01,T5(1-3)-P.cs2:A104,GV1101,TS. Hồ Nhật Cường,KHVL,2022-08-15,2022-12-30
198,C22103605,Thực hành nền tảng KHVL,2,1,2022-2023,KHVL01,T6(1-2)-P.cs2:A105,GV1102,ThS. Ngô Thị Dung,KHVL,2022-08-15,2022-12-30
199,C22103701,Nhập môn chuyên ngành KHVL,4,1,2022-2023,KHVL02,T2(1-4)-P.cs2:A101,GV0101,TS. Lê Anh Hải,KHVL,2022-08-15,2022-12-30
200,C22103702,Tư duy thuật toán KHVL,3,1,2022-2023,KHVL02,T3(1-3)-P.cs2:A102,GV0102,ThS. Phạm Phương Hà,KHVL,2022-08-15,2022-12-30
201,C22103703,Công cụ học tập số KHVL,3,1,2022-2023,KHVL02,T4(1-3)-P.cs2:A103,GV0201,TS. Phạm Hữu Nam,KHVL,2022-08-15,2022-12-30
202,C22103704,Kỹ năng học thuật KHVL,3,1,2022-2023,KHVL02,T5(1-3)-P.cs2:A104,GV0202,ThS. Hoàng Bảo Lan,KHVL,2022-08-15,2022-12-30
203,C22103705,Thực hành nền tảng KHVL,2,1,2022-2023,KHVL02,T6(1-2)-P.cs2:A105,GV0301,TS. Hoàng Tuấn Sơn,KHVL,2022-08-15,2022-12-30
204,C22103706,Seminar định hướng KHVL,2,1,2022-2023,KHVL02,T7(1-2)-P.cs2:A106,GV0302,ThS. Huỳnh Mỹ My,KHVL,2022-08-15,2022-12-30
205,C22103801,Nhập môn chuyên ngành KHVL,4,1,2022-2023,KHVL03,T2(1-4)-P.cs2:A101,GV0401,TS. Huỳnh Bảo Huy,KHVL,2022-08-15,2022-12-30
206,C22103802,Tư duy thuật toán KHVL,3,1,2022-2023,KHVL03,T3(1-3)-P.cs2:A102,GV0402,ThS. Phan Khánh Trang,KHVL,2022-08-15,2022-12-30
207,C22103803,Công cụ học tập số KHVL,3,1,2022-2023,KHVL03,T4(1-3)-P.cs2:A103,GV0501,TS. Phan Nhật An,KHVL,2022-08-15,2022-12-30
208,C22103804,Kỹ năng học thuật KHVL,3,1,2022-2023,KHVL03,T5(1-3)-P.cs2:A104,GV0502,ThS. Vũ Thị Bích,KHVL,2022-08-15,2022-12-30
209,C22103805,Thực hành nền tảng KHVL,2,1,2022-2023,KHVL03,T6(1-2)-P.cs2:A105,GV0601,TS. Vũ Minh Dũng,KHVL,2022-08-15,2022-12-30
210,C22103901,Nhập môn chuyên ngành KHVL,4,1,2022-2023,KHVL04,T2(1-4)-P.cs2:A101,GV0602,ThS. Võ Thanh Giang,KHVL,2022-08-15,2022-12-30
211,C22103902,Tư duy thuật toán KHVL,3,1,2022-2023,KHVL04,T3(1-3)-P.cs2:A102,GV0701,TS. Võ Anh Long,KHVL,2022-08-15,2022-12-30
212,C22103903,Công cụ học tập số KHVL,3,1,2022-2023,KHVL04,T4(1-3)-P.cs2:A103,GV0702,ThS. Đặng Phương Hương,KHVL,2022-08-15,2022-12-30
213,C22103904,Kỹ năng học thuật KHVL,3,1,2022-2023,KHVL04,T5(1-3)-P.cs2:A104,GV0801,TS. Đặng Hữu Quân,KHVL,2022-08-15,2022-12-30
214,C22103905,Thực hành nền tảng KHVL,2,1,2022-2023,KHVL04,T6(1-2)-P.cs2:A105,GV0802,ThS. Bùi Bảo Mai,KHVL,2022-08-15,2022-12-30
215,C22103906,Seminar định hướng KHVL,2,1,2022-2023,KHVL04,T7(1-2)-P.cs2:A106,GV0901,TS. Bùi Tuấn Việt,KHVL,2022-08-15,2022-12-30
216,C22104001,Nhập môn chuyên ngành KHVL,4,1,2022-2023,KHVL05,T2(1-4)-P.cs2:A101,GV0902,ThS. Đỗ Mỹ Thảo,KHVL,2022-08-15,2022-12-30
217,C22104002,Tư duy thuật toán KHVL,3,1,2022-2023,KHVL05,T3(1-3)-P.cs2:A102,GV1001,TS. Đỗ Bảo Đạt,KHVL,2022-08-15,2022-12-30
218,C22104003,Công cụ học tập số KHVL,3,1,2022-2023,KHVL05,T4(1-3)-P.cs2:A103,GV1002,ThS. Hồ Khánh Anh,KHVL,2022-08-15,2022-12-30
219,C22104004,Kỹ năng học thuật KHVL,3,1,2022-2023,KHVL05,T5(1-3)-P.cs2:A104,GV1101,TS. Hồ Nhật Cường,KHVL,2022-08-15,2022-12-30
220,C22104005,Thực hành nền tảng KHVL,2,1,2022-2023,KHVL05,T6(1-2)-P.cs2:A105,GV1102,ThS. Ngô Thị Dung,KHVL,2022-08-15,2022-12-30
221,C22104101,Nhập môn chuyên ngành SH,4,1,2022-2023,SH01,T2(1-4)-P.cs2:A101,GV0101,TS. Lê Anh Hải,SH,2022-08-15,2022-12-30
222,C22104102,Tư duy thuật toán SH,3,1,2022-2023,SH01,T3(1-3)-P.cs2:A102,GV0102,ThS. Phạm Phương Hà,SH,2022-08-15,2022-12-30
223,C22104103,Công cụ học tập số SH,3,1,2022-2023,SH01,T4(1-3)-P.cs2:A103,GV0201,TS. Phạm Hữu Nam,SH,2022-08-15,2022-12-30
224,C22104104,Kỹ năng học thuật SH,3,1,2022-2023,SH01,T5(1-3)-P.cs2:A104,GV0202,ThS. Hoàng Bảo Lan,SH,2022-08-15,2022-12-30
225,C22104105,Thực hành nền tảng SH,2,1,2022-2023,SH01,T6(1-2)-P.cs2:A105,GV0301,TS. Hoàng Tuấn Sơn,SH,2022-08-15,2022-12-30
226,C22104106,Seminar định hướng SH,2,1,2022-2023,SH01,T7(1-2)-P.cs2:A106,GV0302,ThS. Huỳnh Mỹ My,SH,2022-08-15,2022-12-30
227,C22104201,Nhập môn chuyên ngành SH,4,1,2022-2023,SH02,T2(1-4)-P.cs2:A101,GV0401,TS. Huỳnh Bảo Huy,SH,2022-08-15,2022-12-30
228,C22104202,Tư duy thuật toán SH,3,1,2022-2023,SH02,T3(1-3)-P.cs2:A102,GV0402,ThS. Phan Khánh Trang,SH,2022-08-15,2022-12-30
229,C22104203,Công cụ học tập số SH,3,1,2022-2023,SH02,T4(1-3)-P.cs2:A103,GV0501,TS. Phan Nhật An,SH,2022-08-15,2022-12-30
230,C22104204,Kỹ năng học thuật SH,3,1,2022-2023,SH02,T5(1-3)-P.cs2:A104,GV0502,ThS. Vũ Thị Bích,SH,2022-08-15,2022-12-30
231,C22104205,Thực hành nền tảng SH,2,1,2022-2023,SH02,T6(1-2)-P.cs2:A105,GV0601,TS. Vũ Minh Dũng,SH,2022-08-15,2022-12-30
232,C22104301,Nhập môn chuyên ngành SH,4,1,2022-2023,SH03,T2(1-4)-P.cs2:A101,GV0602,ThS. Võ Thanh Giang,SH,2022-08-15,2022-12-30
233,C22104302,Tư duy thuật toán SH,3,1,2022-2023,SH03,T3(1-3)-P.cs2:A102,GV0701,TS. Võ Anh Long,SH,2022-08-15,2022-12-30
234,C22104303,Công cụ học tập số SH,3,1,2022-2023,SH03,T4(1-3)-P.cs2:A103,GV0702,ThS. Đặng Phương Hương,SH,2022-08-15,2022-12-30
235,C22104304,Kỹ năng học thuật SH,3,1,2022-2023,SH03,T5(1-3)-P.cs2:A104,GV0801,TS. Đặng Hữu Quân,SH,2022-08-15,2022-12-30
236,C22104305,Thực hành nền tảng SH,2,1,2022-2023,SH03,T6(1-2)-P.cs2:A105,GV0802,ThS. Bùi Bảo Mai,SH,2022-08-15,2022-12-30
237,C22104306,Seminar định hướng SH,2,1,2022-2023,SH03,T7(1-2)-P.cs2:A106,GV0901,TS. Bùi Tuấn Việt,SH,2022-08-15,2022-12-30
238,C22104401,Nhập môn chuyên ngành SH,4,1,2022-2023,SH04,T2(1-4)-P.cs2:A101,GV0902,ThS. Đỗ Mỹ Thảo,SH,2022-08-15,2022-12-30
239,C22104402,Tư duy thuật toán SH,3,1,2022-2023,SH04,T3(1-3)-P.cs2:A102,GV1001,TS. Đỗ Bảo Đạt,SH,2022-08-15,2022-12-30
240,C22104403,Công cụ học tập số SH,3,1,2022-2023,SH04,T4(1-3)-P.cs2:A103,GV1002,ThS. Hồ Khánh Anh,SH,2022-08-15,2022-12-30
241,C22104404,Kỹ năng học thuật SH,3,1,2022-2023,SH04,T5(1-3)-P.cs2:A104,GV1101,TS. Hồ Nhật Cường,SH,2022-08-15,2022-12-30
242,C22104405,Thực hành nền tảng SH,2,1,2022-2023,SH04,T6(1-2)-P.cs2:A105,GV1102,ThS. Ngô Thị Dung,SH,2022-08-15,2022-12-30
243,C22104501,Nhập môn chuyên ngành SH,4,1,2022-2023,SH05,T2(1-4)-P.cs2:A101,GV0101,TS. Lê Anh Hải,SH,2022-08-15,2022-12-30
244,C22104502,Tư duy thuật toán SH,3,1,2022-2023,SH05,T3(1-3)-P.cs2:A102,GV0102,ThS. Phạm Phương Hà,SH,2022-08-15,2022-12-30
245,C22104503,Công cụ học tập số SH,3,1,2022-2023,SH05,T4(1-3)-P.cs2:A103,GV0201,TS. Phạm Hữu Nam,SH,2022-08-15,2022-12-30
246,C22104504,Kỹ năng học thuật SH,3,1,2022-2023,SH05,T5(1-3)-P.cs2:A104,GV0202,ThS. Hoàng Bảo Lan,SH,2022-08-15,2022-12-30
247,C22104505,Thực hành nền tảng SH,2,1,2022-2023,SH05,T6(1-2)-P.cs2:A105,GV0301,TS. Hoàng Tuấn Sơn,SH,2022-08-15,2022-12-30
248,C22104506,Seminar định hướng SH,2,1,2022-2023,SH05,T7(1-2)-P.cs2:A106,GV0302,ThS. Huỳnh Mỹ My,SH,2022-08-15,2022-12-30
249,C22104601,Nhập môn chuyên ngành TTH,4,1,2022-2023,TTH01,T2(1-4)-P.cs2:A101,GV0401,TS. Huỳnh Bảo Huy,TTH,2022-08-15,2022-12-30
250,C22104602,Tư duy thuật toán TTH,3,1,2022-2023,TTH01,T3(1-3)-P.cs2:A102,GV0402,ThS. Phan Khánh Trang,TTH,2022-08-15,2022-12-30
251,C22104603,Công cụ học tập số TTH,3,1,2022-2023,TTH01,T4(1-3)-P.cs2:A103,GV0501,TS. Phan Nhật An,TTH,2022-08-15,2022-12-30
252,C22104604,Kỹ năng học thuật TTH,3,1,2022-2023,TTH01,T5(1-3)-P.cs2:A104,GV0502,ThS. Vũ Thị Bích,TTH,2022-08-15,2022-12-30
253,C22104605,Thực hành nền tảng TTH,2,1,2022-2023,TTH01,T6(1-2)-P.cs2:A105,GV0601,TS. Vũ Minh Dũng,TTH,2022-08-15,2022-12-30
254,C22104701,Nhập môn chuyên ngành TTH,4,1,2022-2023,TTH02,T2(1-4)-P.cs2:A101,GV0602,ThS. Võ Thanh Giang,TTH,2022-08-15,2022-12-30
255,C22104702,Tư duy thuật toán TTH,3,1,2022-2023,TTH02,T3(1-3)-P.cs2:A102,GV0701,TS. Võ Anh Long,TTH,2022-08-15,2022-12-30
256,C22104703,Công cụ học tập số TTH,3,1,2022-2023,TTH02,T4(1-3)-P.cs2:A103,GV0702,ThS. Đặng Phương Hương,TTH,2022-08-15,2022-12-30
257,C22104704,Kỹ năng học thuật TTH,3,1,2022-2023,TTH02,T5(1-3)-P.cs2:A104,GV0801,TS. Đặng Hữu Quân,TTH,2022-08-15,2022-12-30
258,C22104705,Thực hành nền tảng TTH,2,1,2022-2023,TTH02,T6(1-2)-P.cs2:A105,GV0802,ThS. Bùi Bảo Mai,TTH,2022-08-15,2022-12-30
259,C22104706,Seminar định hướng TTH,2,1,2022-2023,TTH02,T7(1-2)-P.cs2:A106,GV0901,TS. Bùi Tuấn Việt,TTH,2022-08-15,2022-12-30
260,C22104801,Nhập môn chuyên ngành TTH,4,1,2022-2023,TTH03,T2(1-4)-P.cs2:A101,GV0902,ThS. Đỗ Mỹ Thảo,TTH,2022-08-15,2022-12-30
261,C22104802,Tư duy thuật toán TTH,3,1,2022-2023,TTH03,T3(1-3)-P.cs2:A102,GV1001,TS. Đỗ Bảo Đạt,TTH,2022-08-15,2022-12-30
262,C22104803,Công cụ học tập số TTH,3,1,2022-2023,TTH03,T4(1-3)-P.cs2:A103,GV1002,ThS. Hồ Khánh Anh,TTH,2022-08-15,2022-12-30
263,C22104804,Kỹ năng học thuật TTH,3,1,2022-2023,TTH03,T5(1-3)-P.cs2:A104,GV1101,TS. Hồ Nhật Cường,TTH,2022-08-15,2022-12-30
264,C22104805,Thực hành nền tảng TTH,2,1,2022-2023,TTH03,T6(1-2)-P.cs2:A105,GV1102,ThS. Ngô Thị Dung,TTH,2022-08-15,2022-12-30
265,C22104901,Nhập môn chuyên ngành TTH,4,1,2022-2023,TTH04,T2(1-4)-P.cs2:A101,GV0101,TS. Lê Anh Hải,TTH,2022-08-15,2022-12-30
266,C22104902,Tư duy thuật toán TTH,3,1,2022-2023,TTH04,T3(1-3)-P.cs2:A102,GV0102,ThS. Phạm Phương Hà,TTH,2022-08-15,2022-12-30
267,C22104903,Công cụ học tập số TTH,3,1,2022-2023,TTH04,T4(1-3)-P.cs2:A103,GV0201,TS. Phạm Hữu Nam,TTH,2022-08-15,2022-12-30
268,C22104904,Kỹ năng học thuật TTH,3,1,2022-2023,TTH04,T5(1-3)-P.cs2:A104,GV0202,ThS. Hoàng Bảo Lan,TTH,2022-08-15,2022-12-30
269,C22104905,Thực hành nền tảng TTH,2,1,2022-2023,TTH04,T6(1-2)-P.cs2:A105,GV0301,TS. Hoàng Tuấn Sơn,TTH,2022-08-15,2022-12-30
270,C22104906,Seminar định hướng TTH,2,1,2022-2023,TTH04,T7(1-2)-P.cs2:A106,GV0302,ThS. Huỳnh Mỹ My,TTH,2022-08-15,2022-12-30
271,C22105001,Nhập môn chuyên ngành TTH,4,1,2022-2023,TTH05,T2(1-4)-P.cs2:A101,GV0401,TS. Huỳnh Bảo Huy,TTH,2022-08-15,2022-12-30
272,C22105002,Tư duy thuật toán TTH,3,1,2022-2023,TTH05,T3(1-3)-P.cs2:A102,GV0402,ThS. Phan Khánh Trang,TTH,2022-08-15,2022-12-30
273,C22105003,Công cụ học tập số TTH,3,1,2022-2023,TTH05,T4(1-3)-P.cs2:A103,GV0501,TS. Phan Nhật An,TTH,2022-08-15,2022-12-30
274,C22105004,Kỹ năng học thuật TTH,3,1,2022-2023,TTH05,T5(1-3)-P.cs2:A104,GV0502,ThS. Vũ Thị Bích,TTH,2022-08-15,2022-12-30
275,C22105005,Thực hành nền tảng TTH,2,1,2022-2023,TTH05,T6(1-2)-P.cs2:A105,GV0601,TS. Vũ Minh Dũng,TTH,2022-08-15,2022-12-30
276,C22105101,Nhập môn chuyên ngành VL,4,1,2022-2023,VL01,T2(1-4)-P.cs2:A101,GV0602,ThS. Võ Thanh Giang,VL,2022-08-15,2022-12-30
277,C22105102,Tư duy thuật toán VL,3,1,2022-2023,VL01,T3(1-3)-P.cs2:A102,GV0701,TS. Võ Anh Long,VL,2022-08-15,2022-12-30
278,C22105103,Công cụ học tập số VL,3,1,2022-2023,VL01,T4(1-3)-P.cs2:A103,GV0702,ThS. Đặng Phương Hương,VL,2022-08-15,2022-12-30
279,C22105104,Kỹ năng học thuật VL,3,1,2022-2023,VL01,T5(1-3)-P.cs2:A104,GV0801,TS. Đặng Hữu Quân,VL,2022-08-15,2022-12-30
280,C22105105,Thực hành nền tảng VL,2,1,2022-2023,VL01,T6(1-2)-P.cs2:A105,GV0802,ThS. Bùi Bảo Mai,VL,2022-08-15,2022-12-30
281,C22105106,Seminar định hướng VL,2,1,2022-2023,VL01,T7(1-2)-P.cs2:A106,GV0901,TS. Bùi Tuấn Việt,VL,2022-08-15,2022-12-30
282,C22105201,Nhập môn chuyên ngành VL,4,1,2022-2023,VL02,T2(1-4)-P.cs2:A101,GV0902,ThS. Đỗ Mỹ Thảo,VL,2022-08-15,2022-12-30
283,C22105202,Tư duy thuật toán VL,3,1,2022-2023,VL02,T3(1-3)-P.cs2:A102,GV1001,TS. Đỗ Bảo Đạt,VL,2022-08-15,2022-12-30
284,C22105203,Công cụ học tập số VL,3,1,2022-2023,VL02,T4(1-3)-P.cs2:A103,GV1002,ThS. Hồ Khánh Anh,VL,2022-08-15,2022-12-30
285,C22105204,Kỹ năng học thuật VL,3,1,2022-2023,VL02,T5(1-3)-P.cs2:A104,GV1101,TS. Hồ Nhật Cường,VL,2022-08-15,2022-12-30
286,C22105205,Thực hành nền tảng VL,2,1,2022-2023,VL02,T6(1-2)-P.cs2:A105,GV1102,ThS. Ngô Thị Dung,VL,2022-08-15,2022-12-30
287,C22105301,Nhập môn chuyên ngành VL,4,1,2022-2023,VL03,T2(1-4)-P.cs2:A101,GV0101,TS. Lê Anh Hải,VL,2022-08-15,2022-12-30
288,C22105302,Tư duy thuật toán VL,3,1,2022-2023,VL03,T3(1-3)-P.cs2:A102,GV0102,ThS. Phạm Phương Hà,VL,2022-08-15,2022-12-30
289,C22105303,Công cụ học tập số VL,3,1,2022-2023,VL03,T4(1-3)-P.cs2:A103,GV0201,TS. Phạm Hữu Nam,VL,2022-08-15,2022-12-30
290,C22105304,Kỹ năng học thuật VL,3,1,2022-2023,VL03,T5(1-3)-P.cs2:A104,GV0202,ThS. Hoàng Bảo Lan,VL,2022-08-15,2022-12-30
291,C22105305,Thực hành nền tảng VL,2,1,2022-2023,VL03,T6(1-2)-P.cs2:A105,GV0301,TS. Hoàng Tuấn Sơn,VL,2022-08-15,2022-12-30
292,C22105306,Seminar định hướng VL,2,1,2022-2023,VL03,T7(1-2)-P.cs2:A106,GV0302,ThS. Huỳnh Mỹ My,VL,2022-08-15,2022-12-30
293,C22105401,Nhập môn chuyên ngành VL,4,1,2022-2023,VL04,T2(1-4)-P.cs2:A101,GV0401,TS. Huỳnh Bảo Huy,VL,2022-08-15,2022-12-30
294,C22105402,Tư duy thuật toán VL,3,1,2022-2023,VL04,T3(1-3)-P.cs2:A102,GV0402,ThS. Phan Khánh Trang,VL,2022-08-15,2022-12-30
295,C22105403,Công cụ học tập số VL,3,1,2022-2023,VL04,T4(1-3)-P.cs2:A103,GV0501,TS. Phan Nhật An,VL,2022-08-15,2022-12-30
296,C22105404,Kỹ năng học thuật VL,3,1,2022-2023,VL04,T5(1-3)-P.cs2:A104,GV0502,ThS. Vũ Thị Bích,VL,2022-08-15,2022-12-30
297,C22105405,Thực hành nền tảng VL,2,1,2022-2023,VL04,T6(1-2)-P.cs2:A105,GV0601,TS. Vũ Minh Dũng,VL,2022-08-15,2022-12-30
298,C22105501,Nhập môn chuyên ngành VL,4,1,2022-2023,VL05,T2(1-4)-P.cs2:A101,GV0602,ThS. Võ Thanh Giang,VL,2022-08-15,2022-12-30
299,C22105502,Tư duy thuật toán VL,3,1,2022-2023,VL05,T3(1-3)-P.cs2:A102,GV0701,TS. Võ Anh Long,VL,2022-08-15,2022-12-30
300,C22105503,Công cụ học tập số VL,3,1,2022-2023,VL05,T4(1-3)-P.cs2:A103,GV0702,ThS. Đặng Phương Hương,VL,2022-08-15,2022-12-30
301,C22105504,Kỹ năng học thuật VL,3,1,2022-2023,VL05,T5(1-3)-P.cs2:A104,GV0801,TS. Đặng Hữu Quân,VL,2022-08-15,2022-12-30
